COURSECODE,REVISIONCODE,SECTION,STUDYCODE,STUDENTCODE,CLASSCHECK,
DMA327,1,55,C,651201485,"P,P,P,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DMA327,1,55,L,651201485,",,,,,,,,,,,,,,,,,,,,,,,,",
MAI485,1,55,C,651201485,",,,,,,,,,,,,,,,,",
DIMA106,1,75,C,681202013,",,,,,,,",
DIMA106,1,75,L,681202013,",,,,,,,,,,,,,,,,,",
MAI491,1,75,C,681202013,",,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
MAI492,1,75,C,681202013,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,,,,,",
ACC211,1,50,C,681202021,"P,,P,,P,,P,,,,,,P,,",
ACC212,1,355,C,681202021,"L,,P,,,,,,,,,,,,",
ACC471,2,50,C,681202021,"P,P,P,P,P,P,P,S,S,P,P,P,P,,",
ACC211,1,50,C,681202039,"P,,P,,P,,P,,,,P,,P,,",
ACC212,1,355,C,681202039,"L,,P,,,,,,,,,,,,",
ACC471,2,50,C,681202039,"P,P,P,P,P,P,P,S,S,P,P,P,P,,",
FIB201,1,65,C,681202071,"P,P,,,P,,P,,,,,,P,,P,,",
MGT301,2,65,C,681202071,"P,P,,,P,,P,,P,,,,S,,P,,",
PHL103,1,62,C,681202071,"P,,P,,P,,P,,S,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
BUS323,68,50,C,681202089,",,,,,,,,,,,,,,",
ENG311,68,50,C,681202089,"P,,,,P,,,,P,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
BUS422,68,55,C,681202089,"P,P,P,P,A,P,A,P,P,P,,,P,P,P,P,",
ACC211,1,50,C,681202097,"P,,P,,P,,P,,P,,P,,P,,",
ACC212,1,355,C,681202097,"P,,P,,,,,,,,,,,,",
ACC471,2,50,C,681202097,"P,P,P,P,P,P,P,P,P,P,P,P,P,,",
ACC211,1,70,C,681202110,"P,,P,,P,,P,,,,P,,P,,",
ACC212,1,375,C,681202110,"A,,P,,,,,,,,,,,,",
ACC471,2,70,C,681202110,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,P",
ITD102,1,60,C,681202128,",,,,,,,,,,,,,,",
ITD102,1,60,L,681202128,",,,,,,,",
MAT121,2,65,C,681202128,",,,,,,,,,,,,,,,,P,,P,,P,,P,,P,,,,P,,P,,,,,,,,,,,,,,,,,,",
PHY103,1,65,C,681202128,",,,,,,,,,,,,,,,,P,,P,,P,,P,,P,,,,P,,P,,,,,,,,,,,,,,,,,,",
ITD331,1,365,C,681202128,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,",
IDT454,1,365,C,681202128,"P,,,,,,,,,,,,,,",
IDT454,1,365,L,681202128,",,,,,,,",
PHL103,1,60,C,681202128,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC212,1,65,C,681202136,"P,P,,,P,,,,P,,,,P,,P,,",
ACC311,3,365,C,681202136,"P,,P,,,,,,,,,,,,",
ACC351,1,65,C,681202136,"P,,P,,P,,P,,P,,,,P,,P,,",
ACC370,1,60,C,681202136,"P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC371,2,365,C,681202136,"P,,P,,,,,,,,,,,,",
ACC211,1,50,C,681202144,"P,,,,P,,P,,P,,P,,P,,",
ACC212,1,355,C,681202144,"P,,P,,,,,,,,,,,,",
ACC471,2,50,C,681202144,"P,P,P,P,P,P,P,P,P,P,P,P,P,,",
ACC212,1,65,C,681202152,"P,P,,,P,,,,P,,,,L,,,,",
ACC311,3,365,C,681202152,"P,,,,,,,,,,,,,,",
ACC351,1,65,C,681202152,"P,,P,,P,,P,,P,,,,A,,P,,",
ACC370,1,60,C,681202152,"P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC371,2,365,C,681202152,"P,,P,,,,,,,,,,,,",
DCM102,1,21,C,681202160,"P,P,S,P,P,P,P,P,P,P,P,,,,,,,,",
DCM201,1,21,C,681202160,"P,A,P,P,P,,A,S,,,P,P,P,P,,,,",
DCM202,1,21,C,681202160,"P,P,P,,P,P,P,,,,P,S,A,P,P,,,",
FDB214,1,21,C,681202160,"P,P,P,P,P,P,P,P,,,P,P,,,,P,,",
FDB347,1,21,L,681202160,"P,P,P,,,,,,,,,,,,,,,",
MDC333,1,21,C,681202160,"P,P,A,P,,P,P,,,,P,P,A,L,A,L,,,",
DCM102,1,21,C,681202178,"P,P,S,P,P,P,P,P,P,S,P,,,,,,,,",
DCM202,1,21,C,681202178,"P,P,P,,P,P,P,,,,P,S,P,P,P,,,",
FDB214,1,21,C,681202178,"P,P,P,A,P,P,P,A,,,P,P,,,,P,,",
FDB347,1,21,L,681202178,"P,P,P,,,,,,,,,,,,,,,",
MDC333,1,21,C,681202178,"P,P,A,P,,P,P,L,,,P,P,A,L,A,L,,,",
FIB201,1,65,C,681202186,"P,P,,,P,,P,,P,,,,P,,P,,",
MGT301,2,65,C,681202186,"P,,,,P,,P,,P,,,,P,,P,,",
PHL103,1,62,C,681202186,"P,,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DBT201,67,366,C,681202194,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,",
DBT201,67,366,L,681202194,",,,,,,,,,,,,,,,,,,,,,,,,",
FIB201,1,65,C,681202209,"P,P,,,P,,P,,P,,,,,,P,,",
MGT301,2,65,C,681202209,"P,P,,,P,,P,,P,,,,S,,P,,",
PHL103,1,62,C,681202209,"P,,S,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,376,C,681202217,"P,P,P,,,,,,,,,,,,",
DMK361,1,375,C,681202217,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DMK442,1,70,C,681202217,",,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DMK481,1,70,C,681202217,"P,,S,,P,,P,,P,,P,,P,,",
ITD102,1,60,C,681202225,",,,,,,,,,,,,,,",
ITD102,1,60,L,681202225,",,,,,,,",
MAT121,2,65,C,681202225,",,,,,,,,,,,,,,,,P,,P,,P,,P,,A,,,,P,,P,,,,,,,,,,,,,,,,,,",
PHY103,1,65,C,681202225,",,,,,,,,,,,,,,,,P,,P,,P,,P,,A,,,,P,,P,,,,,,,,,,,,,,,,,,",
ITD331,1,365,C,681202225,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,",
IDT454,1,365,C,681202225,"P,,,,,,,,,,,,,,",
IDT454,1,365,L,681202225,",,,,,,,",
PHL103,1,60,C,681202225,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
BUS323,68,50,C,681202233,",,,,,,,,,,,,,,",
ENG311,68,50,C,681202233,"P,,P,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
BUS422,68,55,C,681202233,"S,P,P,P,P,P,P,P,P,P,,,P,S,P,S,",
ACC301,1,376,C,681202241,"P,P,P,,,,,,,,,,,,",
DMK361,1,375,C,681202241,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DMK442,1,70,C,681202241,",,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DMK481,1,70,C,681202241,"P,,P,,P,,P,,P,,P,,P,,",
DBT362,1,60,C,681202259,",,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC101,1,60,C,681202259,"P,,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,365,C,681202259,"P,P,P,,,,,,,,,,,,",
DIMA106,1,75,C,681202267,",,,,,,,",
DIMA106,1,75,L,681202267,",,,,,,,,,,,,,,,,,",
MAI491,1,75,C,681202267,",,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
MAI492,1,75,C,681202267,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,,,,,",
DIMA106,1,75,C,681202275,",,,,,,,",
DIMA106,1,75,L,681202275,",,,,,,,,,,,,,,,,,",
MAI491,1,75,C,681202275,",,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
MAI492,1,75,C,681202275,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,,,,,",
DIMA106,1,1,C,681202291,"P,P,P,P,P,P,P,P,P,P,P,P,,,,,,",
DIMA106,1,1,L,681202291,",,,,,,,,,,,,,,,,,",
DMA326,1,1,C,681202291,"P,P,P,P,P,P,P,P,,,P,P,P,L,P,,,,",
DMA326,1,1,L,681202291,",,,,,,,,,,,,,,,,,,",
DMA491,1,1,C,681202291,"P,,,P,,P,L,P,,,,,,,,,,",
DMA492,1,1,C,681202291,",,,,,,,,,,P,L,,,,P,,",
DIMA106,1,55,C,681202314,",,,,,,,,,,,,,,,,",
DIMA106,1,55,L,681202314,",,,,,,,,",
MAI491,1,55,C,681202314,",,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
MAI492,1,55,C,681202314,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,",
ACC301,1,1,C,681202322,"P,P,P,P,P,,,P,,,P,P,P,L,,P,,",
DBT201,1,1,C,681202322,"P,P,P,P,P,P,,,,,,,,,,,,",
DBT201,1,1,L,681202322,"P,P,P,P,P,,,,,,,,,,,,,",
DBT232,1,1,C,681202322,",,,,,,,,,,,,,,,,,",
DBT232,1,1,L,681202322,",,,,,,,,,,,,,,,,,",
DBT351,1,1,C,681202322,"P,P,P,P,P,P,,,,,,,,,,,,",
DBT351,1,1,L,681202322,"P,,,,,,,,,,,,,,,,,",
LAW202,1,1,C,681202322,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,",
ACC301,1,1,C,681202330,"P,P,P,,,,P,P,,,P,,P,,,P,,",
DBT201,1,1,C,681202330,"P,S,P,A,P,P,,,,,,,,,,,,",
DBT201,1,1,L,681202330,"P,S,P,A,P,,,,,,,,,,,,,",
DBT232,1,1,C,681202330,",,,,,,,,,,,,,,,,,",
DBT232,1,1,L,681202330,",,,,,,,,,,,,,,,,,",
DBT351,1,1,C,681202330,"P,P,P,A,P,P,,,,,,,,,,,,",
DBT351,1,1,L,681202330,"P,,,,,,,,,,,,,,,,,",
LAW202,1,1,C,681202330,"P,S,P,P,P,P,P,P,P,P,P,P,P,P,P,,,",
DMK424,1,355,C,681202348,"P,,P,,,,,,,,,,,,",
DBT362,1,60,C,681202356,",,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
MGT202,3,70,C,681202364,",,P,,P,,P,,,,,,,,",
MGT202,3,70,C,681202372,",,P,,P,,P,,,,,,,,",
ACC101,1,70,C,681202403,"P,,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,375,C,681202403,"P,P,P,,,,,,,,,,,,",
ACC101,1,70,C,681202411,"P,,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,375,C,681202411,"P,P,P,,,,,,,,,,,,",
FIB201,1,65,C,681202429,",P,,,P,,P,,P,,,,P,,P,,",
MGT301,2,65,C,681202429,"A,P,,,P,,P,,P,,,,P,,P,,",
PHL103,1,62,C,681202429,"P,,S,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DBT362,1,60,C,681202437,",,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC101,1,60,C,681202437,"P,,P,,A,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,365,C,681202437,"P,P,P,,,,,,,,,,,,",
DIMA106,1,75,C,681202445,",,,,,,,",
DIMA106,1,75,L,681202445,",,,,,,,,,,,,,,,,,",
MAI491,1,75,C,681202445,",,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
MAI492,1,75,C,681202445,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,,,,,",
FIB201,1,65,C,681202453,"P,,,,P,,P,,P,,,,P,,,,",
MGT301,2,65,C,681202453,"P,,,,P,,P,,P,,,,P,,A,,",
PHL103,1,62,C,681202453,"P,,S,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
FIB201,1,65,C,681202461,"P,,,,P,,P,,P,,,,P,,P,,",
MGT301,2,65,C,681202461,"P,,,,P,,P,,P,,,,P,,S,,",
PHL103,1,62,C,681202461,"P,,S,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DIMA106,1,55,C,681202479,",,,,,,,,,,,,,,,,",
DIMA106,1,55,L,681202479,",,,,,,,,",
MAI491,1,55,C,681202479,",,,,,,,,,,,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
MGT202,3,70,C,681202487,",,S,,S,,P,,,,,,,,",
MGT202,3,70,C,681202495,",,P,,S,,P,,,,,,,,",
DIMA106,1,1,C,681202500,"P,P,P,P,P,P,P,P,P,P,P,P,,,,,,",
DIMA106,1,1,L,681202500,",,,,,,,,,,,,,,,,,",
DMA326,1,1,C,681202500,"P,P,P,P,P,A,P,P,,,,L,L,L,P,,,,",
DMA326,1,1,L,681202500,",,,,,,,,,,,,,,,,,,",
DMA491,1,1,C,681202500,"P,,,L,,L,L,L,,,,,,,,,,",
DMA492,1,1,C,681202500,",,,,,,,,,,P,L,,,,P,,",
HOS481,67,65,C,681202518,"P,P,P,P,P,A,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DBT362,1,60,C,681202526,",,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC101,1,60,C,681202526,"P,,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,365,C,681202526,"P,P,P,,,,,,,,,,,,",
ACC212,1,65,C,681202534,"P,,,,P,,,,P,,,,L,,P,,",
ACC311,3,365,C,681202534,",,,,,,,,,,,,,,",
ACC351,1,65,C,681202534,"P,,A,,P,,P,,P,,,,P,,P,,",
ACC370,1,60,C,681202534,"P,,A,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC371,2,365,C,681202534,"P,,,,,,,,,,,,,,",
FIB201,1,65,C,681202542,"P,P,,,P,,P,,P,,,,P,,,,",
MGT301,2,65,C,681202542,"A,,,,S,,,,P,,,,P,,P,,",
PHL103,1,62,C,681202542,"P,,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC212,1,65,C,681202550,"P,,,,P,,,,P,,,,P,,P,,",
ACC311,3,365,C,681202550,"P,,P,,,,,,,,,,,,",
ACC351,1,65,C,681202550,"P,,A,,P,,P,,P,,,,P,,P,,",
ACC370,1,60,C,681202550,"P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC371,2,365,C,681202550,"P,,P,,,,,,,,,,,,",
BUS323,68,50,C,681202576,",,,,,,,,,,,,,,",
ENG311,68,50,C,681202576,"P,,P,,P,,,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
BUS422,68,55,C,681202576,"P,P,P,P,P,P,P,P,A,P,,,P,P,P,P,",
DIMA106,1,55,C,681202584,",,,,,,,,,,,,,,,,",
DIMA106,1,55,L,681202584,",,,,,,,,",
MAI491,1,55,C,681202584,",,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
MAI492,1,55,C,681202584,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,,,,,",
ACC101,1,50,C,681202592,"P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,355,C,681202592,"P,P,P,,,,,,,,,,,,",
DIMA106,1,1,C,681202607,"P,P,P,P,P,P,P,P,P,P,P,P,,,,,,",
DIMA106,1,1,L,681202607,",,,,,,,,,,,,,,,,,",
DMA326,1,1,C,681202607,"P,P,P,P,A,P,P,A,,,L,L,L,S,L,,,,",
DMA326,1,1,L,681202607,",,,,,,,,,,,,,,,,,,",
DMA491,1,1,C,681202607,"P,,,P,,L,L,L,,,,,,,,,,",
DMA492,1,1,C,681202607,",,,,,,,,,,P,P,,,,L,,",
ACC211,1,50,C,681202615,"P,,P,,P,,P,,P,,P,,P,,",
ACC212,1,355,C,681202615,"P,,S,,,,,,,,,,,,",
ACC471,2,50,C,681202615,"P,P,P,P,P,P,P,P,P,P,P,P,P,,",
FIB201,1,65,C,681202623,",P,,,P,,P,,P,,,,P,,,,",
MGT301,2,65,C,681202623,"A,,,,P,,,,P,,,,P,,A,,",
PHL103,1,62,C,681202623,"A,,P,,P,,P,,P,,S,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC101,1,50,C,681202631,"P,,L,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,355,C,681202631,"P,P,P,,,,,,,,,,,,",
FIB201,1,65,C,681202649,",,,,,,,,P,,,,,,,,",
MGT301,2,65,C,681202649,"A,,,,A,,,,,,,,S,,A,,",
PHL103,1,62,C,681202649,"A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC212,1,65,C,681202657,",P,,,P,,,,P,,,,P,,P,,",
ACC311,3,365,C,681202657,"P,,P,,,,,,,,,,,,",
ACC351,1,65,C,681202657,"A,,P,,P,,P,,P,,,,P,,P,,",
ACC370,1,60,C,681202657,"P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC371,2,365,C,681202657,"P,,P,,,,,,,,,,,,",
MGT202,3,70,C,681202673,",,A,,P,,P,,,,,,,,",
ITD102,1,60,C,681202699,",,,,,,,,,,,,,,",
ITD102,1,60,L,681202699,",,,,,,,",
MAT121,2,65,C,681202699,",,,,,,,,,,,,,,,,P,,A,,P,,P,,A,,,,P,,P,,,,,,,,,,,,,,,,,,",
PHY103,1,65,C,681202699,",,,,,,,,,,,,,,,,P,,P,,P,,P,,A,,,,P,,P,,,,,,,,,,,,,,,,,,",
IDT454,1,365,C,681202699,"P,,,,,,,,,,,,,,",
IDT454,1,365,L,681202699,",,,,,,,",
PHL103,1,60,C,681202699,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC101,1,70,C,681202704,"P,,A,,P,,P,,P,,A,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,375,C,681202704,"P,S,S,,,,,,,,,,,,",
BUS323,68,50,C,681202712,",,,,,,,,,,,,,,",
ENG311,68,50,C,681202712,"P,,P,,P,,,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
BUS422,68,55,C,681202712,"P,P,P,P,P,P,P,P,P,P,,,S,P,P,P,",
DIMA106,1,75,C,681202720,",,,,,,,",
DIMA106,1,75,L,681202720,",,,,,,,,,,,,,,,,,",
DMA491,1,75,C,681202720,",,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DMA492,1,75,C,681202720,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,,,,,",
ACC101,1,50,C,681202738,"P,,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,355,C,681202738,"P,P,P,,,,,,,,,,,,",
DIMA106,1,55,C,681202746,",,,,,,,,,,,,,,,,",
DIMA106,1,55,L,681202746,",,,,,,,,",
DMA491,1,55,C,681202746,",,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DMA492,1,55,C,681202746,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,",
IDT454,1,1,C,681202754,",,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,",
IDT454,1,1,L,681202754,",,,,,,,,,,,,,,,,,",
ITD102,1,1,C,681202754,"L,P,L,L,A,P,L,P,,,L,L,L,P,A,,,,",
ITD102,1,1,L,681202754,",,,,,,,,,,,,,,,,,,",
ITD321,1,1,C,681202754,"P,P,P,A,P,L,P,P,,,P,P,P,L,P,P,,",
ITD331,1,1,C,681202754,",,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,",
MAT201,1,1,C,681202754,"P,A,A,A,P,P,A,P,,,P,A,P,A,A,,,",
ACC101,1,50,C,681202762,"P,,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,355,C,681202762,"P,S,S,,,,,,,,,,,,",
DCM202,1,60,C,681202788,"P,P,P,P,A,P,P,P,P,,,,,,",
FDB312,1,365,C,681202788,"P,,A,,,,,,,,,,,,",
FDB339,1,65,C,681202788,"P,,P,,P,,P,,,,,,P,,P,,",
DCM102,1,60,C,681202788,"S,P,P,P,P,P,S,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,1,C,681202796,"P,P,P,P,P,P,P,P,,,P,P,P,L,,P,,",
DBT201,1,1,C,681202796,"P,P,P,P,P,P,,,,,,,,,,,,",
DBT201,1,1,L,681202796,"P,P,P,P,P,,,,,,,,,,,,,",
DBT232,1,1,C,681202796,",,,,,,,,,,,,,,,,,",
DBT232,1,1,L,681202796,",,,,,,,,,,,,,,,,,",
DBT351,1,1,C,681202796,"P,P,P,P,P,P,,,,,,,,,,,,",
DBT351,1,1,L,681202796,"P,,,,,,,,,,,,,,,,,",
LAW202,1,1,C,681202796,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,",
DBT201,67,366,C,681202819,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,",
DBT201,67,366,L,681202819,",,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,1,C,681202827,"P,P,P,P,P,P,P,P,,,P,P,P,P,,P,,",
DBT201,1,1,C,681202827,"P,P,P,P,P,P,,,,,,,,,,,,",
DBT201,1,1,L,681202827,"P,P,P,P,P,,,,,,,,,,,,,",
DBT232,1,1,C,681202827,",,,,,,,,,,,,,,,,,",
DBT232,1,1,L,681202827,",,,,,,,,,,,,,,,,,",
DBT351,1,1,C,681202827,"P,P,P,P,P,P,,,,,,,,,,,,",
DBT351,1,1,L,681202827,"P,,,,,,,,,,,,,,,,,",
LAW202,1,1,C,681202827,"P,P,P,P,S,P,P,P,P,P,P,P,P,P,P,,,",
ACC301,1,1,C,681202835,"P,P,P,P,P,P,P,P,,,P,P,P,P,,P,,",
DBT201,1,1,C,681202835,"P,P,P,P,P,P,,,,,,,,,,,,",
DBT201,1,1,L,681202835,"P,P,P,P,P,,,,,,,,,,,,,",
DBT232,1,1,C,681202835,",,,,,,,,,,,,,,,,,",
DBT232,1,1,L,681202835,",,,,,,,,,,,,,,,,,",
DBT351,1,1,C,681202835,"P,P,P,P,P,P,,,,,,,,,,,,",
DBT351,1,1,L,681202835,"P,,,,,,,,,,,,,,,,,",
LAW202,1,1,C,681202835,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,",
DIMA106,1,55,C,681202851,",,,,,,,,,,,,,,,,",
DIMA106,1,55,L,681202851,",,,,,,,,",
MAI491,1,55,C,681202851,",,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
MAI492,1,55,C,681202851,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,A,,,,,,,,,,,,,,,,,,,,",
BME103,67,21,C,681202869,",,,,,,,,,,,,,,,,,",
LSC112,68,20,C,681202869,"A,A,,,,,,,,,,,,,,,,",
SFE342,68,50,C,681202877,"L,P,L,P,L,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
SFE371,68,50,C,681202877,"P,P,P,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
SFE381,68,55,C,681202877,",,,,,,,,,,,,,,,,",
SFE333,68,355,C,681202877,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHY111,68,55,C,681202877,",,,,,,,,,,,,,,,,A,,P,,P,,P,,P,,,,P,,P,,,,,,,,,,,,,,,,,,",
SFE342,68,50,C,681202885,"L,P,L,P,L,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
SFE371,68,50,C,681202885,"P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
SFE381,68,55,C,681202885,",,,,,,,,,,,,,,,,",
SFE333,68,355,C,681202885,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHY111,68,55,C,681202885,",,,,,,,,,,,,,,,,P,,P,,A,,P,,A,,,,P,,P,,,,,,,,,,,,,,,,,,",
DIMA106,1,55,C,681202893,",,,,,,,,,,,,,,,,",
DIMA106,1,55,L,681202893,",,,,,,,,",
DMA491,1,55,C,681202893,",,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DMA492,1,55,C,681202893,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,A,,,,,,,,,,,,,,,,,,,,",
BUS323,68,50,C,681202908,",,,,,,,,,,,,,,",
ENG311,68,50,C,681202908,"P,,S,,P,,,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
BUS422,68,55,C,681202908,"P,P,S,P,P,P,P,P,A,P,,,P,P,P,S,",
ACC101,1,50,C,681202916,"A,,L,,P,,P,,P,,A,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,355,C,681202916,"P,P,P,,,,,,,,,,,,",
ACC101,1,50,C,681202924,"A,,A,,P,,A,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,355,C,681202924,"P,S,S,,,,,,,,,,,,",
ACC212,1,65,C,681202932,"P,P,,,P,,,,P,,,,P,,P,,",
ACC311,3,365,C,681202932,"P,,P,,,,,,,,,,,,",
ACC351,1,65,C,681202932,"P,,P,,P,,P,,P,,,,P,,P,,",
ACC370,1,60,C,681202932,"P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
